cycle,parsed_valid,parsed_type,order_ref,side,shares,price,timestamp,stock_symbol,match_id
28121,1,0x0,0x1a2146005091b9ed,0x1,0x3508a,0x5913f,,,
28151,1,0x3,0x1ce6bc6aa7bbd872,,0xa331,,0x81ae1381727b,,0x86e790dc4f546210
28178,1,0x4,0x7f0fe6e8e2ae8655,,0xe7418,0x32c3c,,,
28218,1,0x5,0x5b493b8361690fbd,0x1,0xc0c,0xc3527,0xa9944e1b2395,0x454f452020202020,0x7aaa87307fceae12
28241,1,0x1,0x7ab6ceb5e413a9f1,,0xe0eb7,,,,
28250,1,0x2,0xb2fd734dc80c4f84,,,,,,
28286,1,0x0,0x147b5627bda8d776,0x1,0x3d352,0xaab20,,,
28316,1,0x3,0xa939907ede2da8b6,,0xf414c,,0x29ce474db077,,0xeccf2e397fe9ef4
28356,1,0x5,0xf23953a6333c12d7,0x1,0x2146,0xa8dec,0xec928e0c5b38,0x544b4d5520202020,0xfdc40bb99cb37dcf
28383,1,0x4,0xb437313c7cafa403,,0x7252d,0x4bcd0,,,
28406,1,0x1,0x527e87533cc6cabe,,0x16c64,,,,
28415,1,0x2,0x6a633da3cf6622d8,,,,,,
28451,1,0x0,0xafd1a74c4437f5b2,0x0,0x77167,0x6cc76,,,
28491,1,0x5,0xe77345baccc6cb12,0x0,0x302,0x84f84,0x925820270b05,0x454e524149202020,0x54366b94f147ce8a
28518,1,0x4,0x8a432ed5d3e43965,,0xc8226,0xe056,,,
28548,1,0x3,0x217867176898d452,,0xacff5,,0xd826d03ea2c7,,0xd866b575ce3690ed
28571,1,0x1,0x3951a021883d07a5,,0x8e459,,,,
28580,1,0x2,0x81848a262959e026,,,,,,
28616,1,0x0,0x3911c6cdf3cc5202,0x1,0xde8e7,0x67cd1,,,
28656,1,0x5,0xdf0aacf5122ae963,0x0,0x24cd,0x59411,0x16cd2536f40,0x4f4c555220202020,0xb957ffc7b02bda97
28686,1,0x3,0x2afabffb84278186,,0x172ac,,0x1d93b1cb7929,,0xe8900ea63e4bb0be
28713,1,0x4,0xb676edb5a11ba18e,,0xca130,0x2f0d7,,,
28736,1,0x1,0x8d19196d79554901,,0xd6eb6,,,,
28745,1,0x2,0xb19c2ce04a17912a,,,,,,
28772,1,0x4,0xfc0c1d5508936e2d,,0xa34de,0x49ad3,,,
28808,1,0x0,0x50c71e12b063db08,0x0,0x84952,0x197a4,,,
28838,1,0x3,0xa4f0340785a78ed4,,0xf0f6b,,0x8e3fb344602b,,0xac57770d1bfbbfa9
28878,1,0x5,0x4b5dc780ce464d2a,0x1,0x2183,0x5cf78,0x4a085a9dff88,0x5143564942202020,0x22f9cce1110a3d9c
28901,1,0x1,0x28c13d50a174fe5c,,0x3d8ff,,,,
28910,1,0x2,0xf8ffc88df71f015f,,,,,,
28937,1,0x4,0x536015e320d4301f,,0x96190,0x3b711,,,
28973,1,0x0,0xec6e727a668dc38b,0x1,0x8c5b9,0x2ce8e,,,
29013,1,0x5,0xab11922bbfacea4d,0x0,0x281,0x70afa,0xd5330c3ecdd0,0x534b454a5a202020,0x9c1cf8f5d3bbb5a
29043,1,0x3,0x3fbc357d77eab719,,0x8ae45,,0xd37be574385d,,0x8f018ac27627bf80
29066,1,0x1,0xa7d16b28f3bfaa50,,0xbc1c4,,,,
29075,1,0x2,0xc654f86f04da8cfb,,,,,,
29102,1,0x4,0xca904657e97148c1,,0x8de3,0x3e6a8,,,
29132,1,0x3,0x835be75ab79cca98,,0x6ab02,,0xefed81dddaf5,,0x3f51f4475013e48c
29168,1,0x0,0x705ef3bbb3c097d7,0x0,0xc0880,0x50931,,,
29208,1,0x5,0x7eb88959df44af06,0x0,0x16f6,0xeb042,0xe0ef328177f4,0x5946502020202020,0x16189949f0ce4632
29231,1,0x1,0xae9ad77b9c8bdd57,,0x1f3b2,,,,
29240,1,0x2,0x803ce32de614467d,,,,,,
29267,1,0x4,0x79a5369eb3a07195,,0xd4de4,0x73bef,,,
29297,1,0x3,0x53b242b224000b19,,0xbe4cf,,0x49c3403d6f04,,0xd02be4bbdf1167cf
29337,1,0x5,0xe60142d820666101,0x0,0x214c,0xbfe58,0x1c037fc52229,0x46494e4554542020,0x9e788dc51e44e10e
29373,1,0x0,0x66d1671c860b9491,0x1,0xa513a,0x47469,,,
29396,1,0x1,0x2b09938874552a71,,0xaf254,,,,
29405,1,0x2,0x5bcd3bb0a769ea9d,,,,,,
29432,1,0x4,0x7c7691034c220017,,0x345f5,0x793c1,,,
29472,1,0x5,0x7dd9231411ed97c9,0x0,0x1932,0x521a7,0xc33e74afefe9,0x424a4f4120202020,0x5a6a20fa52ba08f6
29508,1,0x0,0x8a58f643606a2714,0x1,0x95fdc,0xc1d4b,,,
29538,1,0x3,0xea62c7e0223c3f99,,0xa05aa,,0xfb076af57de6,,0x91968a1ad2bca467
29561,1,0x1,0xbc3087d64701c4ae,,0xf89b,,,,
29570,1,0x2,0x72f02473e4985baf,,,,,,
29597,1,0x4,0xf62acf3d198a0f3f,,0x8d1d5,0x4e85a,,,
29637,1,0x5,0xc403716a7cd1c492,0x1,0x231b,0xd99fd,0x85cec0d595c6,0x484d564953202020,0xcd475e7680290364
29667,1,0x3,0x2ea6c0d11e2ad037,,0xab721,,0x694825053214,,0xa22a35e1fce94b95
29703,1,0x0,0xc5e96b611484607d,0x1,0x9664c,0x61051,,,
29726,1,0x1,0x1c2a761ffcc2ed45,,0xf3312,,,,
29735,1,0x2,0x596271c12bea84ec,,,,,,
29765,1,0x3,0x4ea8ade7406a61a0,,0xbad93,,0x89e8c120f212,,0xb2989eb59d55a7ae
29801,1,0x0,0xbb7f00b42c65cf83,0x0,0x56b31,0x3a313,,,
29828,1,0x4,0x80bd3889ad2a5c1a,,0x72a74,0x31057,,,
29868,1,0x5,0x11aea70fc61bd6e1,0x0,0xdd,0xe8578,0x7da0cba4c3a3,0x4f45464c45202020,0x32df00ce3e99b059
29891,1,0x1,0x3e5179faeecfc10f,,0xcb381,,,,
29900,1,0x2,0xc349925b5cb483f,,,,,,
29930,1,0x3,0x1bfa573862fe664e,,0xab22,,0x818abab0841f,,0xd0f6cf7eb9fa3550
29966,1,0x0,0x1f4551d371b4bea,0x1,0xb14c,0x48bbe,,,
30006,1,0x5,0x98c28a2fd5bcb65e,0x1,0x158f,0x3b5f3,0xb0b68b2f6898,0x4844565a20202020,0x77406a9fbf2b88d4
30033,1,0x4,0x7203a8738d24eb91,,0x4fc43,0x31f19,,,
30056,1,0x1,0x34b6e494c723b34c,,0xef5e2,,,,
30065,1,0x2,0x16230b2be5ec703,,,,,,
30095,1,0x3,0xbb7cd2a6c388fe54,,0x175ff,,0x1128b9d2022a,,0x5d85a7398319b91
30122,1,0x4,0xd863a78669970939,,0x93603,0x48f7e,,,
30158,1,0x0,0x3cde7cc02a517b79,0x1,0x31f0b,0x61f82,,,
30198,1,0x5,0xb2b7303a2058b6c4,0x0,0x1500,0xae11,0xe04b366dfef2,0x4f4c595320202020,0x7bea226893b157d8
30221,1,0x1,0x11f159be7d901fb9,,0x88378,,,,
30230,1,0x2,0xdd10ebdd9576001,,,,,,
30260,1,0x3,0x922c1a29b2e5b575,,0xac0b,,0x666b4fc8145d,,0x9d6abad9ea40522d
30287,1,0x4,0x6471e41e9f974b52,,0xaab03,0x777,,,
30327,1,0x5,0x3469fbb50333d1c8,0x0,0x1a08,0x1018a,0x8cdf67ecab08,0x4652534454492020,0xbaa472f1200de467
30363,1,0x0,0xe7b58f30a88b1c8f,0x1,0x84682,0xab799,,,
30386,1,0x1,0x55ca3d59ae5f817f,,0x3c7c,,,,
30395,1,0x2,0x128f18e76eb60cac,,,,,,
30425,1,0x3,0x1f8ebcbf584e05a9,,0x1dc5c,,0x11227807a213,,0xad3dfc10af07953f
30465,1,0x5,0x2b97215694e65ade,0x0,0x1799,0x7a6ce,0xbda67736486e,0x5558534346202020,0x88855130325813b5
30501,1,0x0,0x5ed8e499128086d1,0x1,0xb17,0xa89c4,,,
30528,1,0x4,0x23d01db9dc05fe29,,0x1cd88,0x1ee29,,,
30551,1,0x1,0xec2e68e591e6278b,,0x16b74,,,,
30560,1,0x2,0x8b0a11f72b6a0610,,,,,,
30590,1,0x3,0x5d84c89f55e7844b,,0xe7513,,0xb5aca623499f,,0x5f779e816086eb3a
30630,1,0x5,0xda6ed68abc66ef3b,0x0,0x2173,0xed6f8,0xcf786c0b25b1,0x55435a2020202020,0x9d9c93940bc66d43
30657,1,0x4,0x7b9062c008cf7ef1,,0x28eee,0x3d2ff,,,
30693,1,0x0,0x418d1a158ba35f2b,0x1,0x283db,0x61a30,,,
30716,1,0x1,0x609461f4d2374ec,,0xe574f,,,,
30725,1,0x2,0x8e2dc67ca2bf4341,,,,,,
30765,1,0x5,0x84fefc154954c022,0x0,0x26ae,0xc2e0,0x9a8551962bd5,0x4e4d415043582020,0xa5d1e84b0d3bb4dd
30801,1,0x0,0x525b7d3a016c8e74,0x0,0xa5639,0x7a2eb,,,
30828,1,0x4,0xabe6a36656fdf79e,,0xcb626,0x4887c,,,
30858,1,0x3,0x3a74534f106fa1e5,,0x10f98,,0x5db9c2244f59,,0xe96dbf8d6b024f5c
30881,1,0x1,0xc392593de830ef8a,,0xc33bb,,,,
30890,1,0x2,0xe107d6011c2068bf,,,,,,
30930,1,0x5,0xe3da21cc7270ad4f,0x1,0x2af,0xf2b4d,0x51e1daa6aa68,0x584d495220202020,0x481610a6899d2699
30966,1,0x0,0x1485270c92bc2a9e,0x0,0xa7373,0x8b2d7,,,
30996,1,0x3,0xf182080186cdf8df,,0x36263,,0x86ae6e948739,,0xbb2e1af9a7c1dd2a
31023,1,0x4,0xa5cfdb93ab7b73bb,,0x2cff7,0x7039a,,,
31046,1,0x1,0xcb44e2bc16753dfe,,0x38a9c,,,,
31055,1,0x2,0xdc1660e882129a9f,,,,,,
31095,1,0x5,0x2269cfa8114832b5,0x1,0xb2c,0x5b109,0xbfa844722d7c,0x514e414320202020,0x9d1533861079290
31122,1,0x4,0x9e8168215d724979,,0xa3ba4,0x60a0,,,
31158,1,0x0,0xcec72811ab40da36,0x0,0x581e0,0x80536,,,
31188,1,0x3,0x56f096c78ab35aad,,0xbbf5,,0x79dba33116ce,,0x537e9e119cf71267
31211,1,0x1,0x6b4996d9a7961827,,0x30391,,,,
31220,1,0x2,0xb6bd0b341e4617fb,,,,,,
31260,1,0x5,0x656fa25caaf0eb08,0x0,0xee6,0x792a4,0xaebdac601918,0x43584a47594e2020,0x9118e21ae24c0055
31287,1,0x4,0x16257514e511486,,0x48f2f,0x7dc1,,,
31317,1,0x3,0xa37b2a28f9c06434,,0xac18b,,0x21723cbe6d27,,0x14ceb94794edb958
31353,1,0x0,0x8cb7fddcb49f0458,0x1,0x879ef,0xbb90,,,
31376,1,0x1,0x53e01e87876ef9ef,,0x38519,,,,
31385,1,0x2,0x585386e34030f646,,,,,,
31425,1,0x5,0x237bdecfaf832095,0x1,0x1009,0x65cc1,0x1e5f0f7c091f,0x43474a5520202020,0x75ee9ad5ab4be102
31455,1,0x3,0xb3eb11ab4720026e,,0x1ef81,,0xb4f46aad0671,,0x89f0aedf61298cc8
31491,1,0x0,0xca80b9194357302d,0x1,0x4d56c,0x66817,,,
31518,1,0x4,0xc1f1960e9f69db8d,,0xa54ff,0x28402,,,
31541,1,0x1,0xb35f8ea626675403,,0xd8652,,,,
31550,1,0x2,0x4c0714baa5a72bef,,,,,,
31590,1,0x5,0x3b4204cad92b0026,0x0,0x1349,0x52760,0x146f7ae85cda,0x4c43444f51202020,0xa137dc0a23c79a13
31620,1,0x3,0x34df6e709769197e,,0xd715c,,0x82c44958d2c,,0xd75a0361696239da
31647,1,0x4,0x8a26229498e8f1ec,,0xf131,0x18bfe,,,
31683,1,0x0,0x8e52fd11ca928e10,0x1,0x5dd4a,0xed843,,,
31706,1,0x1,0xe5fa76dfe4ede471,,0x4692d,,,,
31736,1,0x3,0x1d4a77730449f393,,0x3c2bb,,0x45b2a99188c1,,0x4a3cfaebaae34c70
31772,1,0x0,0xe2d49ae43a53e007,0x1,0x61007,0x5b01e,,,
31799,1,0x4,0x25168e2e6972e3f8,,0x80c1c,0x2c21c,,,
31808,1,0x2,0x3e711918a9f8d23f,,,,,,
31848,1,0x5,0x4c7340b87f3134ac,0x1,0x1804,0x3126,0xd4b92b10ade8,0x534c52434f202020,0xbe64a315b5169882
31871,1,0x1,0x29e1fb716704c1da,,0xc4ac1,,,,
31901,1,0x3,0xf2555a084fa2dbdc,,0x5dfd4,,0x4cb7b331ec05,,0xca00b185e264eecf
31937,1,0x0,0x5fd17930aee558c4,0x1,0xc2864,0xca9ff,,,
31964,1,0x4,0x2d36fa713045f218,,0x82ae6,0x1b288,,,
32004,1,0x5,0xd89aef608fe9ca82,0x0,0xbbf,0xa26b7,0xc302c6480c02,0x4b55484943202020,0xf7af6a4b9de6e840
32013,1,0x2,0xea522b2b1c5caf93,,,,,,
32036,1,0x1,0xee04a9175ee12180,,0xba98c,,,,
32066,1,0x3,0xeda96bacb58a232d,,0x7ec3f,,0x4356359e519c,,0x8b16931493dc6b54
32102,1,0x0,0x5efde0a09a6889cf,0x0,0x3ddda,0x824c7,,,
32111,1,0x2,0x52885abd88ed6e4e,,,,,,
32138,1,0x4,0x76c616ed27c2cfb,,0xa46b1,0x373bb,,,
32178,1,0x5,0x616e2fe38f34d91f,0x0,0x1047,0xdf2fb,0x6a27fc0c2162,0x4c424b4620202020,0xdc07ca06a4370e61
32201,1,0x1,0x561949329a6debe2,,0x5b92f,,,,
32231,1,0x3,0x33d003434e4aa6,,0xcb431,,0x17456815f8b2,,0xe808ec2db221ad11
32267,1,0x0,0x23d9caa02d538d82,0x0,0xc5230,0xd3f63,,,
32276,1,0x2,0xfeb81573dde2c59b,,,,,,
32316,1,0x5,0xb3a4725e9a7be24a,0x0,0xc3d,0x4a675,0xf92feffb2bce,0x464c574a20202020,0x632488af094e1654
32343,1,0x4,0xed43bba6fc758b81,,0x31107,0x57620,,,
32366,1,0x1,0x721f7d8b9a1c0f7e,,0x76e5c,,,,
32396,1,0x3,0xd1dfe4119b4f7852,,0xd4346,,0xbba2478e027e,,0x920e30171ebfa328
32432,1,0x0,0x62a6cc2123e63abb,0x0,0xce696,0x3850e,,,
32472,1,0x5,0x57efe296d7eddb70,0x0,0x533,0x14907,0x8a4906cede4e,0x4548474244202020,0xc6c4e5fb53b29eaa
32499,1,0x4,0x6afa6cb51edddf26,,0xd4f71,0x4d905,,,
32508,1,0x2,0x2d921666ddb89f6e,,,,,,
32531,1,0x1,0x3dd8af7517df8ca3,,0xa622c,,,,
32561,1,0x3,0xe8ae9b2dfd200152,,0xe9035,,0x959f429ae738,,0x6e74135ddf52f522
32597,1,0x0,0x3167a50efbc7ba51,0x0,0x4f61,0x54d31,,,
32637,1,0x5,0xa635275cfbb83783,0x1,0xcf8,0xac03a,0x8a8f390690,0x48494e5549452020,0x3b884d11739b3ceb
32646,1,0x2,0xfba90bee9db4071c,,,,,,
32673,1,0x4,0xacb813185a5bbc64,,0x7ac73,0x6e7c,,,
32696,1,0x1,0x53e8968ae415a2f2,,0x947c7,,,,
32726,1,0x3,0x327abd6c7baace3c,,0x639b,,0xcea9a61cc630,,0x9e07430c8871a643
32753,1,0x4,0xe2e0607304721f42,,0x5f9a5,0x60808,,,
32789,1,0x0,0x5f3d184fda0b571a,0x0,0xa91f3,0x5524c,,,
32798,1,0x2,0x2d535c81aad00926,,,,,,
32838,1,0x5,0xe58a5f3c81a199cb,0x0,0xed0,0x28407,0x285c8f90658f,0x43435a5720202020,0x51d96deb26e6e494
32861,1,0x1,0x7a5392c275d0a8b4,,0x54a9a,,,,
32891,1,0x3,0x8668474becc2afd6,,0x3888,,0xc52589b8c7b7,,0xf31e156455cf0052
32918,1,0x4,0xb0bfcaf62aa54c44,,0xcafb0,0x21f97,,,
32954,1,0x0,0x553005ad8d861a26,0x0,0xc6779,0xae186,,,
32994,1,0x5,0x8c5435d3e336adb3,0x1,0x7c7,0x1130e,0xbbdf46dcc0fa,0x4d56525320202020,0xc141d960ebd50205
33003,1,0x2,0xb069f6f157aa8728,,,,,,
33026,1,0x1,0x65f77cb8682d5242,,0x243d4,,,,
33056,1,0x3,0x7fa5f3a65aa372a9,,0xa0e6e,,0xafc090b2f642,,0xf30ee30818e32da8
33083,1,0x4,0xcaa94fd2d396bd21,,0x5511,0x6fd09,,,
33092,1,0x2,0xe8be34a52a95e818,,,,,,
33128,1,0x0,0x41d391d582809944,0x1,0x8dd2a,0xbab31,,,
33168,1,0x5,0xa6179b765d635077,0x0,0x11d6,0x3cb39,0x2b6c1ea00569,0x4c53495059202020,0x2c3f2e8a5344d217
33191,1,0x1,0xdd9e2ffa0e9d13b3,,0xf10fd,,,,
33221,1,0x3,0x53edee0187a34b34,,0xa322b,,0x5a17da7fa9a6,,0x4c6e015a52acd6ec
33248,1,0x4,0xd41302ebe9604697,,0xcc5ba,0x47cd1,,,
33257,1,0x2,0x68dc4d8dc5cdfd4e,,,,,,
33297,1,0x5,0x2c6af396bdc15e0f,0x0,0x1247,0xcbdfc,0x7b46ae428923,0x43494e5443202020,0x93a7717a6388e3c0
33333,1,0x0,0x2bee7bbf05bb4908,0x1,0xca4ab,0xd0f32,,,
33356,1,0x1,0x753c631c41f89a4,,0x9e6b1,,,,
33386,1,0x3,0x802b1c9bb9d41499,,0x7af2,,0x142d7b637ac6,,0xc3e0a123cf40609a
33413,1,0x4,0xd18d7af8843216f8,,0x52bca,0x13284,,,
33453,1,0x5,0x96b1dc37a5cc0ed4,0x0,0x8fc,0x4cee1,0x370d9dfad54b,0x4945525844202020,0x70d761ffc6b52e0c
33489,1,0x0,0xacd5bca1f6dae67a,0x0,0xeee04,0xe363c,,,
33498,1,0x2,0xa34e9af70125f148,,,,,,
33521,1,0x1,0xf67948165f5fa4f8,,0xd4576,,,,
33551,1,0x3,0x14aacd30d86a5818,,0x8540c,,0xa7919835f6fd,,0x4f235a05efafa221
33578,1,0x4,0xd2cb1243843c7afa,,0x5f7a0,0x23724,,,
33618,1,0x5,0x16374bc9b274a572,0x0,0x171c,0xb1505,0xeb84d80fe8b0,0x5a5547435a202020,0xc64ee6c1018c9047
33627,1,0x2,0x31cee8bb37f0ddaa,,,,,,
33663,1,0x0,0xcef1caf5be0a5db3,0x0,0x2173f,0x1baf0,,,
33686,1,0x1,0xbf2ecc0f026d4604,,0x9e1eb,,,,
33716,1,0x3,0x6da759f7631add1f,,0x536b8,,0xac9aaa321ef5,,0xcd63679b8d303619
33725,1,0x2,0x71c689680a3ee965,,,,,,
33761,1,0x0,0xb7d48a3b1aae1f0c,0x0,0xa791f,0xc8d34,,,
33788,1,0x4,0xd8a6d6c7ce27e0a7,,0x40c60,0x2e27e,,,
33828,1,0x5,0x11cfa82365aca45f,0x0,0x1192,0x8687d,0x76dd36a6a0be,0x4743422020202020,0x9dfa262a070d86c0
33851,1,0x1,0x229f5467a0e2809,,0x6315b,,,,
33881,1,0x3,0xb5eb0226626c0b7d,,0x80093,,0x5a3b095847be,,0x54737c051c765009
33890,1,0x2,0x6a8fa0a531780164,,,,,,
33926,1,0x0,0xbaad7f5b96bdbfbf,0x1,0x36d11,0x215ae,,,
33966,1,0x5,0x829524e93ca89548,0x1,0x150c,0x51b1,0x60a99ad4389a,0x4459505455482020,0xb5ca640f10986ac7
33993,1,0x4,0x27989f6c6c96c16c,,0x42ed1,0x68d6c,,,
34016,1,0x1,0x3c153acad757cf02,,0xf13a9,,,,
34046,1,0x3,0x62e1f80bd782a781,,0x268f9,,0x18f668732850,,0x7e1cb1dbabd6f1c
34055,1,0x2,0x170e3be6c3212fcd,,,,,,
34082,1,0x4,0xebd8c903d4e8c3c3,,0x54b99,0x5915,,,
34118,1,0x0,0x4664389ba145ddc7,0x1,0x5445e,0x7d58e,,,
34158,1,0x5,0x69f50037c022bc08,0x1,0x1f34,0xbea9d,0x7b6feccaff64,0x4f58464f20202020,0x91c9e9aea5aee5be
34181,1,0x1,0x2ef68e544b2dc443,,0x14ea0,,,,
34211,1,0x3,0x7d904e84020b5af2,,0x3882c,,0x209d9443bd2b,,0xadeb471e3e4e6913
34220,1,0x2,0xd235452e78bce11b,,,,,,
34247,1,0x4,0x885c68a841ecde2,,0xac9c4,0x4a136,,,
34287,1,0x5,0x530451bec46c787e,0x0,0xb6b,0x54502,0x8e5e588afef5,0x41555a5541412020,0x80bfa76d4506c81f
34323,1,0x0,0xa95dcc498be29db5,0x1,0x4ba9a,0xd0f4c,,,
34346,1,0x1,0x935a3393fb47ecb2,,0xb93c7,,,,
34376,1,0x3,0x7d843b20a471fcfe,,0xdddd6,,0x87335847b5c2,,0xa425b9e7901bdc0a
34385,1,0x2,0xf1221c2773027265,,,,,,
34425,1,0x5,0x55fc8fddb54f26b0,0x0,0x8fb,0x206db,0x776ab3c44e39,0x4759522020202020,0x5b80db494ea84eee
34461,1,0x0,0x9c38cdeafe06c252,0x0,0x8b2d,0xc7238,,,
34488,1,0x4,0xb80d11e7ebf8f222,,0x98b91,0x2d91,,,
34511,1,0x1,0x483f43173b07afa7,,0xe5000,,,,
34541,1,0x3,0xe348957dc8fbf005,,0x1b3d2,,0x3b26da68f070,,0xf325109227e25ea2
34550,1,0x2,0x72f8060f9cf423ee,,,,,,
34590,1,0x5,0x1f18b5ca4a94db19,0x0,0x1f67,0x7d307,0xdf22b9d3e621,0x444f524a5a202020,0xfc62c7038c760920
34617,1,0x4,0x4d4271e265d52440,,0x269fe,0x39f8c,,,
34653,1,0x0,0x5ab4924f431d4d1c,0x0,0x140da,0x7c57d,,,
34676,1,0x1,0x33c10562c95df221,,0x321c,,,,
34706,1,0x3,0x9ecab5df91f90f93,,0x90651,,0x296936b90591,,0x2ddd09ae0be782fb
34746,1,0x5,0xcb53a18f190fbce7,0x0,0x221b,0x5cfe6,0xc856998fa7c2,0x47574b4820202020,0xa6efa08b9cf1d42b
34782,1,0x0,0xa5fe0602cffc91cf,0x0,0x7930d,0xa69fd,,,
34809,1,0x4,0x6cda68a5758eb5cb,,0x6cfed,0x8fae,,,
34818,1,0x2,0x5854c83289ac0512,,,,,,
34841,1,0x1,0x393ca2a98789843b,,0x6885a,,,,
34871,1,0x3,0x774384edd9013dbc,,0xa4d42,,0xc59e59b38a05,,0x63e0c4b780454037
34911,1,0x5,0x2f1207e01661d797,0x0,0x21ed,0x2f5b,0xa1aed7d0e0e2,0x4d46425542202020,0x9208ecc47ee3c329
34947,1,0x0,0x6c42f881c1c86aee,0x1,0xc6135,0x2ee96,,,
34956,1,0x2,0x96648abefacac522,,,,,,
34983,1,0x4,0x54709925e8ebc54f,,0x415d6,0x3649e,,,
35006,1,0x1,0xd670b4ffad9a47cd,,0x44e23,,,,
35036,1,0x3,0xa7d45b2fc9db2b53,,0x34d09,,0xeff9e5b9c38,,0x6de74e636d1eaec5
35076,1,0x5,0xf0e6cbdf507be1e3,0x0,0x1971,0xcd954,0xc0b991faa0f1,0x5544445a53202020,0xc377d5a58e9e2369
35103,1,0x4,0xb24e51c9b51b1860,,0x1db40,0x6d457,,,
35139,1,0x0,0xb37345394b651886,0x0,0x42494,0x35944,,,
35148,1,0x2,0x94b06524c415ae29,,,,,,
35171,1,0x1,0x3945c00b4e28e4ed,,0x4b8b,,,,
35201,1,0x3,0xdfe421601821fd98,,0x8f067,,0x416aed6b55b8,,0xb9ad438eddb2900b
35241,1,0x5,0x9bc9ab255afbe68b,0x0,0x1d75,0x20d8e,0x1bf25d0a20fd,0x5655465120202020,0x12f1b616a7402d42
35268,1,0x4,0x41cb5522188764c,,0xeaa58,0x1daf2,,,
35277,1,0x2,0x70aaa2ce263241c8,,,,,,
35313,1,0x0,0x671cf753ab71ec93,0x1,0x404b7,0x9fb19,,,
35336,1,0x1,0x6d775a328ace32bb,,0xd855b,,,,
35366,1,0x3,0xea527596ea954675,,0x28d7b,,0x13479d490c83,,0x3ee45c86ccee43e5
35406,1,0x5,0xf99a54544be4b98d,0x0,0x267e,0x1512,0xa5b276ed6ccb,0x444c414f20202020,0x59576b4720698ae4
35415,1,0x2,0x2775ab4c19114cd1,,,,,,
35451,1,0x0,0x3a257356750d4479,0x1,0xd2604,0x2c63f,,,
35478,1,0x4,0x7e7032cea6f4a97c,,0x7a476,0x6deb9,,,
35501,1,0x1,0x9543db5816b80a4b,,0x14fb1,,,,
35531,1,0x3,0xadc3ddf27207e1de,,0xac64a,,0x5d65348b1e46,,0x102ff9021649a77c
35571,1,0x5,0x363eef08fa022c8d,0x1,0x14f8,0xabcb6,0xceb791f6231f,0x5446574320202020,0x14114f4e4e190008
35580,1,0x2,0xf3de329b63300b99,,,,,,
35607,1,0x4,0x586cbb0761b859ca,,0x22598,0x55303,,,
35643,1,0x0,0xbb95362c2ef87073,0x1,0xb9a5f,0x68fda,,,
35666,1,0x1,0x479e1d562f5e7c1e,,0x12ac9,,,,
35706,1,0x5,0x362545a36524de8d,0x1,0x1a48,0x92123,0xbb80a814df72,0x505a574952202020,0x1b8ad3db29df37ef
35742,1,0x0,0xdf8ba5146a0b7256,0x0,0xf95c,0x9ffa6,,,
35769,1,0x4,0x133132072ceb7e7a,,0xeb833,0x274f6,,,
35778,1,0x2,0x237442ec9b6848a5,,,,,,
35808,1,0x3,0x4a1e67bb4e2e8a3f,,0x5f40,,0xe28f089acb2c,,0x797cb9c4f2a42c0f
35831,1,0x1,0x9a91a8ad41f6d462,,0xbd6a5,,,,
35871,1,0x5,0x2850870ae546a1cc,0x0,0x990,0x5b8c0,0x85b9dbebce54,0x4748582020202020,0x4e3dc2201ed5f739
35907,1,0x0,0x3c963dca82819522,0x1,0x94d8,0xf05b5,,,
35934,1,0x4,0x4ba0611690065acd,,0x77889,0x3544c,,,
35964,1,0x3,0x3ab9370706109db,,0x2d282,,0xb720e4708384,,0x7dc1440dc1c32b29
35973,1,0x2,0x4fb59bb213f7c804,,,,,,
35996,1,0x1,0x8c0645b84dd64f6c,,0xa844d,,,,
36036,1,0x5,0x5a748fc13ebd69c6,0x0,0x1bb8,0xef9c3,0xf654ed77dde7,0x5047412020202020,0x4b9629c69fc70201
36072,1,0x0,0x783341e9f6875254,0x0,0x8433a,0x1ab,,,
36081,1,0x2,0x6b8f98cddc4e215d,,,,,,
36108,1,0x4,0x4c1e5981d95bc2c8,,0x61d4a,0x3d4b2,,,
36138,1,0x3,0xecf8c1ac776e1823,,0xca6,,0xc315dd3e54a9,,0x4cbdbf3ce746abd7
36161,1,0x1,0x2b75d94d32e46777,,0x1c0e4,,,,
36201,1,0x5,0xeacba2b1b1dea055,0x0,0x319,0xc5721,0xfbc07ae83963,0x514d455a20202020,0xce0e3c11781cd7e4
36237,1,0x0,0xadb2cef1463239cd,0x1,0x2e7c6,0x45a9,,,
36246,1,0x2,0xcb280a0ab3a9f699,,,,,,
36276,1,0x3,0x920db35e305b5025,,0x35bb7,,0xd9a9545d184a,,0xd2b7c6280801074d
36303,1,0x4,0xf13e84ca7671337f,,0x283a7,0xd634,,,
36326,1,0x1,0x3a4baae4d35bdc7,,0xd3c35,,,,
36366,1,0x5,0xcc81ede557c45328,0x0,0xd90,0x12629,0x46f721d9d0d6,0x5056524e20202020,0x1637c0aba817c38d
36402,1,0x0,0xe856a60158b26e30,0x1,0x6c085,0x84e9a,,,
36432,1,0x3,0x28a4d4c3dc4be2b8,,0x6964a,,0xe95741d4770d,,0x68898d721db1e89f
36459,1,0x4,0x36400b06e89e344,,0x8e906,0x4b9fa,,,
36468,1,0x2,0x5b97f910c30a911,,,,,,
36491,1,0x1,0xd4fda2d897cb933d,,0xe68e8,,,,
36531,1,0x5,0xf47a89093b589b9f,0x0,0x1f80,0xd964c,0x2afbc36c9948,0x534e594e4b202020,0x68d95995a74ae6b3
